title,publish_date,text,rank
‘Toilet Paper’ – Cadena Legal Slams Recent ATO Guidance,2023-12-04 04:48:40+00:00,"[{'summary_text': ""An Australian crypto tax lawyer has suggested the ATO’s new DeFi tax guidance is “single-ply toilet paper at best”, arguing the guidance is not backed by legal standing . The ATO's DeFi guidance was published on its website on November 9 and essentially advises tax-payers that virtually any use of DeFi triggers a capital gains tax event. The guidelines say the following activities via DeFi all trigger CGT events: lending or borrowing; providing liquidity; swapping tokens; and wrapping""}]",neutral
Bitcoin Bounce Back Leads Market Surge as InQubeta & Borroe Pump,2024-01-10 14:54:09+00:00,"[{'summary_text': 'The following content does not reflect the views or opinions of BeInCrypto . The SEC’s impending approval of spot Bitcoin ETFs marks another significant milestone in the cryptocurrency industry as Bitcoin soars to $47,000 . A massive spike in the daily trading volume of Bitcoin fuels the rally even further – it jumped by more than 120% within one day .'}]",very positive
Chainlink (LINK) Price Bounces – Can It Break out of This Long-Term Pattern?,2024-01-10 14:53:05+00:00,"[{'summary_text': 'The Chainlink price bounced on January 8, 2023, saving a breakdown and creating a bullish candlestick . The price still trades within the confines of a long-term pattern that has existed for 120 days . More recently, the price deviated above the range high on December 28, when it had just reached a new yearly high of $17.68 (red icon)'}]",positive
Turkey Nears Final Stage of Crypto Regulation to Ensure Safety and Reduce Risks,2024-01-10 13:52:10+00:00,[{'summary_text': 'Turkey’s finance minister has revealed that the crypto regulation intends to make the industry safer for its citizens and eliminate the risks . Turkish Lira struggles against the USD . Capital Markets Board (CMB) will oversee crypto exchanges in a manner akin to its oversight of traditional financial institutions.'}],negative
Why This Grayscale Crypto Fund Can Be Bullish for Ripple (XRP) Investors,2024-01-10 11:22:10+00:00,[{'summary_text': 'Valkyrie’s Steven McClurg said filings for exchange-traded funds (ETFs) that track the prices of Ethereum (ETH) and Ripple (XRP) could follow a Bitcoin (BTC) ETF approval . He believes that Grayscale’s inclusion of XRP in its Digital Large Cap Asset Fund and the progress of xRP could encourage some ETF providers to offer XPR-related institutional products .'}],positive
Bitcoin Price Correction Imminent as Miners Enter Selling Spree,2024-01-10 10:22:06+00:00,"[{'summary_text': 'In the past 13 weeks, there have been 11 positive weekly closings and just two negative ones . In this time period, Bitcoin has rallied over 70%, from $27,000 to $47,000 . However, there has been no significant correction so far . CryptoQuant believes a correction is due anytime soon .'}]",negative
Ethereum Outperforms as Crypto Markets Navigate Volatile Waters,2024-01-10 07:52:10+00:00,"[{'summary_text': 'Crypto markets have fallen over the past 24 hours following the SEC’s X account hack and the fake news announcement about spot Bitcoin ETF approvals . However, there is one crypto asset that is bucking the trend and has benefited from the fiasco — Ethereum . Ethereum prices closed in on yearly highs just as Bitcoin and the wider crypto market retreated .'}]",positive
Could Polygon (MATIC) Emerge as a Dark Horse in 2024?,2024-01-10 07:51:18+00:00,"[{'summary_text': 'Polygon proof-of-stake (POS) has had a higher trading volume than Ethereum . At the time of publication, Polygon (MATIC) price stands at $0.82 . This follows news that Fox Corporation has partnered with Polygon to verify the accuracy of news content .'}]",positive
Coinbase Extends Offer to Assist SEC With Cybersecurity After X Account Hack,2024-01-10 06:31:10+00:00,"[{'summary_text': 'Coinbase has offered to help the Securities and Exchange Commission (SEC) with cybersecurity . The proposition follows a hack of the regulator’s social media account and a fake post announcing spot Bitcoin ETF approvals . On January 10, the X platform confirmed the compromise of the SEC account and announced the completion of a preliminary investigation . In June, the regulator sued the firm for operating an unregistered securities exchange .'}]",neutral
"AI Crypto Tokens, A Winner in Recent Times: Report",2024-01-10 05:52:11+00:00,"[{'summary_text': '“Interest in artificial intelligence (“AI”) has experienced an upswing in the last few months, according to cryptocurrency exchange Binance . Search results for AI online has skyrocketed recently, suggesting that could be related to the reason for the surge in AI crypto tokens in recent times . BeInCrypto recently reported that AI was the leading crypto narrative for the year .'}]",positive
Starknet community approves STRK for transaction fees,2024-01-08 19:16:38+00:00,[{'summary_text': 'Starknet saw 99.8% of its participating delegates vote to implement Alpha version 0.13.0 on its mainnet . The upgrade aims to enable a dual token system allowing Ethereum Layer-2 (L2) network users to settle gas fees in either Ether (ETH) or STRK .'}],neutral
"Pantera, VanEck prepare to make investments following spot Bitcoin ETF approval",2024-01-08 18:33:56+00:00,"[{'summary_text': 'VanEck has outclassed BlackRock in direct investment into its spot Bitcoin ETF . Bitwise seeded its Bitcoin (BTC) ETF with $500,000 but noted an additional $200 million cash injection expected from Pantera Capital if the SEC approves applications . The GBTC provider fielded the most expensive fees at 1.5%, a shock to experts .'}]",very positive
Bitcoin futures and implied volatility soars as the SEC’s ETF deadline closes,2024-01-08 16:25:13+00:00,"[{'summary_text': 'GreeksLive, a leading trading analytics platform, highlights the increasing implied volatility (IV) in the options market . The at-the-money option IV, expiring on Jan. 12, has reached a staggering 110%, while the IV for the 11th has surpassed 120% . This significant rise in IV, nearly 20% following recent deliveries, underscores the market’s heightened anticipation .'}]",neutral
"Cardano whales accumulating, Everlodge enhancing access to real estate investing",2024-01-08 15:56:00+00:00,"[{'summary_text': 'Everlodge offers investors an opportunity to invest in properties with only $100 . Cardano whales are accumulating ADA, which is a positive sign . In the last two weeks, #Cardano Whales bought over 14 million $ADA, worth around $8.40 million!'}]",very positive
Multiple spot Bitcoin ETF issuers file amendments with fees,2024-01-08 15:32:49+00:00,"[{'summary_text': 'As of 10 a.m. ET on Jan. 8, 10 spot Bitcoin ETF issuers had filed amended S-1 and S-3 forms with the United States Securities and Exchange Commission . Grayscale also submitted a fresh registration of securities for its GBTC conversion . The forms were submitted two days before the final deadline for a decision on the ARK 21Shares bitcoin ETF, slated for Jan. 10 .'}]",neutral
"Uniswap rising, investors examining Toncoin and Meme Moguls",2024-01-08 11:51:56+00:00,"[{'summary_text': 'Uniswap (UNI) rose by 18.51% in the past year, reaching $6.56 . This spike has influenced investments in alternative digital currencies like Toncoin (TON) and Meme Moguls (MGLS)'}]",positive
ARK Invest sells another $20.6m in Coinbase shares,2024-01-08 11:36:14+00:00,"[{'summary_text': 'ARK Invest has offloaded a further $20.6 million in Coinbase (COIN) shares, spanning three of its exchange-traded funds (ETFs) Of the Coinbase shares sold on Jan. 5, by Cathie Wood‘s investment firm, 107,151 shares ($16.5 million) were from the Innovation ETF, 15,892 shares ($2.4 million) from the Next Generation Internet ETF and 10,780 shares ($1.7 million) ARK’s total sales of Coinbase stock reached $50 million last week'}]",very positive
"Crypto News editorial: Cryptocurrency market news. Digital economy, blockchain, exchanges, innovations",,[{'summary_text': 'LFi is poised to dominate the future of Web3 with its innovative products and services and tech entrepreneur Luiz Góes leading the charge . Here’s how LFi began its journey .'}],neutral
SEC says it will work with law enforcement following 'unauthorized access' to X account,2024-01-10 00:51:00+00:00,"[{'summary_text': 'The Securities and Exchange Commission says a false post about approval of spot bitcoin ETFs was the result of unauthorized access by an unknown party . The SEC plans to work with law enforcement to investigate the matter . ""This is unacceptable,"" Sen. Cynthia Lummis, R-Wyo., also wanted an explanation .'}]",negative
BREAKING: Elon Musk Gets Involved in Fake Bitcoin Spot ETF Drama – He Tweeted About Dogecoin,2024-01-09 22:44:00+00:00,"[{'summary_text': ""Elon Musk also made his comment after the SEC's Twitter account was hacked and a fake Tweet was sent about the approval of Bitcoin Spot ETFs . Musk wrote a reply saying “LFGDogeToTheMoon (Dogecoin to the Moon)” and mocked the institution .""}]",neutral
BREAKING: Good News Finally Arrives – SEC Approves Bitcoin Spot ETFs,2024-01-09 22:02:00+00:00,"[{'summary_text': 'Bitcoin ETFs will be traded on all registered national securities exchanges . The approved ETF will be subject to ongoing surveillance and compliance measures to ensure continued investor protection . Over the past decade, the SEC has rejected many attempts to launch these products .'}]",neutral
Elon Musk’s ‘X’ will launch peer-to-peer payments in 2024,2024-01-09 15:42:00+00:00,[{'summary_text': 'The date of its official launch remains unknown . X is yet to respond to media requests for comment on the announcement . Elon Musk’s ‘X’ will launch peer-to-peer payments in 2024 .'}],neutral
SEC Comments on Bitcoin ETF Applications Suggest Possible Delays – Here’s What to Expect,2024-01-09 04:49:00+00:00,[{'summary_text': 'The SEC’s recent issuance of additional comments on spot Bitcoin ETF applications has stirred the market . This surprising move from the regulatory body comes amidst high expectations and speculation surrounding the approval of these ETFs .'}],neutral
